ID,Name,Description,Open Timings,Location,Category,Rating,Review Count
164,Willow Springs Winery,"Willow Springs Winery is a unique winery situated in York Region, just north of Toronto, atop the Oak Ridges Moraine – a geographical treasure. This distinct terroir offers exceptional conditions and with the time-honoured techniques of winemaker Mario Testa, produces a wide range of award-winning VQA wines. Located in Stouffville, Ontario, this breathtaking 11 acre vineyard and winery, is a wine and event destination that is not to be missed.

Willow Springs Winery provides a beautiful backdrop for all family, corporate and group functions. The Testa Pavilion, with its breathtaking views of the vineyard, is the perfect setting for all occasions. From simple picnic lunches in the vineyard to lavish weddings in the beautiful pavilion. ",11:00 AM - 6:00 PM,Whitchurch-Stouffville,Wineries and Vineyards,5,23
165,Sugarbush Vineyards,"Sugarbush Vineyards is a small family owned (Robert & Sally Peck) and operated vineyard and winery located in Prince Edward County, Ontario, Canada. We are the garagiste winery of Prince Edward County. Garagiste:\GA-razh-EEST\ n. fr.A passionate winemaker who creates limited production premium wine in a garage-sized winery. We produce 100% estate grown vinifera wines, Chardonnay, Riesling, Gewurztraminer, Viognier, Gamay, Pinot Noir, Cab Franc as well as some fun blends like our Almost Red Rose, Maple Red, Golden white and our sparkling wines. We also have a large outdoor seating area and comfy cabanas for your wine tasting experience. We have wines by the glass and snacks plates available summer/fall months. We do offer snowshoeing (we have rentals) in the winter months (weather permitting) Dogs welcome.",,Hillier,Wineries and Vineyards,4.5,54
166,Aleksander Estate Winery,"Aleksander Estate Winery is located on the North Shore of Lake Erie, in Southwestern Ontario. Family owned and operated, we use only grapes grown in our own vineyard and region to create wines which are truly unique in character and craftsmanship. We have award winning white, red and fruit wines available. We welcome you to come and visit our tasting room at the vineyard and experience what we have to offer. Who knows, you just might discover your new favourite wine.",11:00 AM - 6:00 PM,Kingsville,Wineries and Vineyards,4.5,52
167,Lock 7 Viewing Complex,"Welcome to the Lock 7 Viewing Centre situated a top of the Niagara Escarpment, along the Welland Canal. Here you will find extraordinary views of Locks 4, 5, 6 and 7.

Our friendly, knowledgeable staff are here to greet you and to answer any questions you have about the history of the Welland Canal, the City of Thorold and Niagara region.

The viewing centre is coach friendly and wheelchair accessible.",9:00 AM - 5:00 PM,Thorold,"Points of Interest, Landmarks",4.5,65
168,Canadian Forces Museum of Aerospace Defence,"Just a short drive up Airport Hill in North Bay, Ontario, will bring you to the Canadian Forces Museum of Aerospace Defence at 22 Wing/CFB North Bay. Dedicated to air defence history from the First World War to modern day, our museum is the only one of its kind in Canada. Remarkable artifacts, fascinating exhibits, great staff and interactive exhibits create a memorable experience for everyone.",,North Bay,"Military Museums, History Museums",4.5,34
169,Kawartha Country Wines,"Kawartha Country Wines looks small from the outside, but inside you will find the largest selection of premium fruit wine in the province. Over 45 varieties of fruit and grape wine are made in house as well as hard cider, gourmet vinegars, grilling sauces, wine jelly, preserves and more. We use local and Ontario fruit to make award winning products. Our legendary tasting bar is a very popular tourist and recreation destination. Nestled in the heart of the Kawarthas, the winery is located on County Road #36 between the small towns of Buckhorn and Bobcaygeon, Ontario. The winery is housed in a restored log cabin built in 1866 complete with the original square hewn logs and pine floors, surrounded by 22 scenic acres of fruit, berries and woodlands. Now you can shop online.",10:00 AM - 6:00 AM,Buckhorn,Wineries and Vineyards,4.5,81
170,ZimArt’s Rice Lake Gallery,"ZimArt's Rice Lake Gallery is a beautiful outdoor sculpture park specializing in the promotion and sale of Zimbabwean stone sculpture. During the season, which runs from June 1 to Thanksgiving, we offer a range of events from sculpting workshops to African dance classes. Most days during the season a visiting Zimbabwean artist is available to talk to visitors and demonstrate the art of stone carving. A great destination for art lovers of all ages. Free admission. Picnic facilities.",11:00 AM - 5:00 PM,Bailieboro,"Art Galleries, Art Museums",5,43
171,Alton Mill Arts Centre,"Home to some 25 studio artists, galleries, a heritage museum, café and unique shops, The Alton Mill has been called ""a jewel in the crown of the GTA art scene."" With monthly gallery shows, a range of events and hands on workshops the Mill is has become a Southern Ontario destination that's not to be missed. The historic Alton Mill is in the village of Alton, in the rolling hills of Caledon, Ontario, just fifty minutes northwest of downtown Toronto. Come experience the Alton Mill Arts Centre and be inspired.",10:00 AM - 5:00 PM,Alton,Art Galleries,4.5,114
172,Parks Blueberries,"It was thirty-six (36) years ago that we first planted our blueberry bushes. With a lot of tender loving care, we have nurtured these plants into the most beautiful bushes. They now stand between four and six feet tall, on over forty irrigated acres, entirely under netting. We are pioneers in the use of nets for food safety reasons. Keeping birds out means our clusters are free of pecks and any residual bird contact. Our orchard is one of the most picturesque settings one can enjoy.",8:00 AM - 6:00 PM,Bothwell,Farms,4.5,85
173,Temagami Fire Tower,"Climb the Temagami Tower for a breathtaking panoramic view such as the rangers would have seen.  The 100 foot high tower stands on the summit of Caribou Mountain, 400 feet above the town and 1300 feet above sea level.  It is the highest point on Yonge Street, otherwise known as Highway 11.  The cupola, at the top, commands a 360 degree view in excess of 40 kilometers.  From the cupola the fire tower on top of Maple Mountain can be seen on a clear day. ",,Temagami,"Points of Interest, Landmarks, Observation Decks and Towers",5,45
